"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
11,699489,"Johnson, Brandon",35,31.4,0.5,0.5,1,1,0.625,,,1,2,87,-26,2444,84.6,84.65,2,5,6,0,6.26,116,154,123,145,294,315,276,"-0.392","0.392",,,2,1,0,1,0,0,1,50,0,0,3.06273,0.11727,-0.22364,-0.22,"88.0",108,0,0,0,6.01,-2.42,0.11,1.58,0.5,0,"3.563636364",,,"-3.563636364",,,,,40,,,,,,,
11,702103,"Franklin, Zach",56,19.6,0,0,0,0,0,,,0,2,75.2,50,2301,85.5,85.65,2,4,7,0.20000000000000284,6.35,112,147,123,148,290,322,293,"0.495","-0.495",,,2,1,0,0,0,0,1,50,0,0,2.47545,0.64,-0.32091,-0.16636,"88.0",233,0,0,0,5.66,-1.56,-0.02,2.26,0,0,"-4.5",,,"4.5",,,,,50,,,,,,,
11,552640,"Kittredge, Andrew",23,47.8,0.333,1,0,1.333,0.667,,,1,3,100.6,6.5,2143,85.7,85.95,2,7,4,0.20000000000000284,6.53,97,142,121,140,291,314,288,"-1.62","1.62",,,3,2,0,0,0,1,1,33.3,0,0,2.80273,0.31,-0.50727,-0.31818,"95.7",139,100,50,33.33333333333333,5.78,-1.72,0.8,1.27,0.333,1,"14.727272727",,,"-14.727272727",,,,,28.6,,,,,,,
11,700786,"Sears, Ben",53,20.8,0.333,1,0,1.333,0.667,,,1,3,102.9,28,2577,81.6,81.24,0,3,8,-0.3999999999999915,6.06,112,147,118,148,290,327,295,"-1.059","1.059",,,3,2,0,0,0,1,1,33.3,0,0,3.27455,0.14818,-1.42727,-0.45818,"95.5",294,100,100,33.33333333333333,5.27,-2.27,-0.07,1.98,0.333,1,"9.627272727",,,"-9.627272727",,,,,0,,,,,,,
11,693311,"Hence, Tink",41,26.8,0,0,0,0,0.35,,,0,1,104.5,7,1955,87,86.08,1,3,8,-0.9000000000000057,5.76,113,150,117,144,287,320,276,"-0.026","0.026",,,2,1,0,0,0,0,0,0,1,50,2.94182,0.08182,0.15091,0.08545,"100.5",186,100,0,0,5.69,-1.67,-0.35,2.07,0.5,0,"0.236363636",,,"-0.236363636",,,,,33.3,,,,,,,
11,701568,"Meis, Justin",23,47.8,0,0,0,0,0,,,0,4,82.4,8.5,2939,86.7,85.32,2,6,5,-1.4000000000000057,5.41,112,153,126,149,279,316,296,"1.041","-1.041",,,4,2,0,0,0,0,2,50,0,0,3.39182,-0.35818,-0.28091,-0.21545,"88.0",83,0,0,0,5.83,-1.77,0.2,1.99,0,0,"-9.463636364",,,"9.463636364",,,,,33.3,,,,,,,
11,676604,"Zuber, Tyler",71,15.5,0.5,0.5,0.5,1,0.65,,,1,2,91.9,-6,2491,88.3,87.87,0,4,7,-0.3999999999999915,5.91,116,145,120,149,286,310,278,"-0.931","0.931",,,3,2,0,1,0,0,0,0,1,33.3,2.53,0.38,-0.47455,-0.03455,"92.4",22,50,0,0,5.11,-2.12,-0.11,2.11,0.667,0,"8.463636364",,,"-8.463636364",,,,,0,,,,,,,
11,657022,"Supak, Trey",66,16.7,0,0,0,0,0,,,0,1,82.1,27,2223,87,88.1,0,2,9,1.0999999999999943,6.72,120,148,134,151,302,320,300,"0.106","-0.106",,,1,1,0,0,0,0,0,0,0,0,2.45818,0.52545,-0.272,-0.024,"97.8",256,0,0,0,5.97,-1.05,0.4,2.6,0,0,"-0.963636364",,,"0.963636364",,,,,0,,,,,,,
11,663738,"Lynch IV, Daniel",50,22,0,0,0,0,0,,,0,6,85.7,23,2309,86.5,86.45,4,9,2,0,6.16,110,147,122,149,294,320,299,"1.351","-1.351",,,6,3,0,0,0,0,3,50,0,0,3.02182,0.01273,-0.25636,-0.12909,"88.7",174,0,0,0,6.17,1.68,0.04,2.05,0,0,"-12.281818182",,,"12.281818182",,,,,44.4,,,,,,,
11,680736,"Wrobleski, Justin",36,30.6,0,0,0,0,0.233,,,0,2,82.5,22.5,2540,87,85.54,2,7,4,-1.5,5.35,103,151,124,149,297,324,295,"0.127","-0.127",,,3,2,0,0,0,0,0,0,0,0,3.04,-0.02818,-0.27818,0.01636,"88.2",48,0,0,0,5.66,2.3,-0.39,1.75,0.333,0,"-1.154545455",,,"1.154545455",,,,,28.6,,,,,,,
11,669445,"Laskey, Adam",136,8.1,0,0,,0,0,,,0,1,,,1951,86.4,86.14,2,4,7,-0.30000000000001137,6.31,116,143,112,147,294,318,287,"-0.093","0.093",,,1,0,0,0,0,0,1,100,0,0,2.75909,0.31364,-0.154,-0.11,"88.0",96,,,,5.88,2.02,0.32,3.48,0,,"0.845454545",,,"-0.845454545",,,,,50,,,,,,,
10,641656,"Hamilton, Ian",34,29.4,1,1,1,2,0.975,,,1,1,106.1,13,1433,83.6,81.9,0,1,9,-1.6999999999999886,5.35,109,148,122,148,307,324,295,"-1.209","1.209",,,2,1,0,1,0,0,0,0,1,50,2.769,0.515,0.025,0.069,"106.1",252,100,0,0,5.8,-2.68,-0.36,1.17,1,0,"12.09",,,"-12.09",,,,,0,,,,,,,
10,694363,"Shuster, Jared",25,40,0,0,0,0,0.233,,,0,2,64.4,-37,2212,87.6,88.44,2,4,6,0.8000000000000114,6.5,107,142,114,143,282,327,283,"0.504","-0.504",,,3,1,0,0,0,0,1,33.3,1,33.3,2.367,0.57,-0.201,-0.039,"88.0",4,0,0,0,5.34,1.6,-0.12,2.21,0.333,0,"-5.04",,,"5.04",,,,,50,,,,,,,
10,663986,"Stephan, Trevor",36,27.8,0,0,,0,0,,,0,1,,,2521,82.1,82.86,1,5,5,0.8000000000000114,6.48,106,153,120,149,303,326,305,"0.467","-0.467",,,1,0,0,0,0,0,1,100,0,0,2.957,0.393,-0.566,-0.458,"88.0",58,,,,5.53,-2.22,-0.2,2.38,0,,"-4.67",,,"4.67",,,,,20,,,,,,,
