"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
41,675916,"Karinchak, James",92,44.6,0,0,0,0,0,,,0,6,82.4,-7.7,2389,82.2,81.69,4,9,32,-0.5,5.85,110,148,128,150,308,321,292,"0.451","-0.451",,,,6,3,0,0,0,0,3,50,0,0,3.84439,-0.48341,0.065,0.0375,"89.6",56,33.33333333333333,0,0,6.54,-0.25,0.02,2.53,0,0,"-1.1",,,"1.1",,,,,44.4,,,,,,,
40,686610,"Waldichuk, Ken",151,26.5,0.222,0,0.333,0.222,0.289,,,2,9,92.1,7,2342,82.3,82.51,5,18,22,0.20000000000000284,6.55,114,148,119,151,296,322,298,"0.085","-0.085",,,,11,6,2,0,0,0,3,27.3,2,18.2,3.5975,-0.22179,-1.19575,0.02875,"94.0",101,66.66666666666666,0,0,5.76,2.19,0.24,2.13,0.364,0,"-0.2125",,,"0.2125",,,,,27.8,,,,,,,
40,671096,"Abbott, Andrew",362,11,0.4,0.6,0.5,1,0.587,,,2,5,87.6,0.7,2815,79.3,79.48,7,12,28,0.20000000000000284,6.32,104,150,112,148,298,326,295,"-1.613","1.613",,,,5,3,1,0,0,1,2,40,0,0,4.2115,-0.598,-0.74975,0.38625,"90.9",137,33.33333333333333,33.33333333333333,20,6.19,2.4,0.18,1.73,0.4,1,"4.0325",,,"-4.0325",,,,,58.3,,,,,,,
40,625643,"López, Reynaldo",289,13.8,0.222,0.111,0.333,0.333,0.239,,,2,9,81.3,35,2233,72.4,72.41,3,15,25,0,6.32,120,149,129,151,288,321,292,"-0.07","0.07",,,,9,6,1,1,0,0,3,33.3,0,0,5.098,-0.732,-0.82,0.3515,"89.5",186,16.666666666666664,0,0,6.1,-1.54,-0.11,1.88,0.222,0,"0.175",,,"-0.175",,,,,20,,,,,,,
40,669704,"Strowd, Kade",176,22.7,0.375,0.375,0.4,0.75,0.503,,,3,8,93.6,0.6,2911,83.2,82.68,1,15,25,-0.5,6.02,110,145,117,147,299,325,306,"-1.448","1.448",,,,9,6,2,0,0,1,2,22.2,1,11.1,4.2695,-0.96775,-0.93925,0.21225,"93.0",143,40,20,11.11111111111111,5.79,-1.44,-0.18,1.92,0.444,1,"3.62",,,"-3.62",,,,,6.7,,,,,,,
39,665795,"Cabrera, Edward",293,13.3,0.25,0,0.333,0.25,0.248,,,2,8,93.3,12,2456,83.8,83.68,3,16,23,-0.09999999999999432,6.15,114,147,112,151,297,330,308,"0.34","-0.34",,,,10,6,2,0,0,0,3,30,1,10,3.92487,-0.68513,-0.71128,0.30667,"90.9",107,50,0,0,6.21,-1.1,0.02,2.56,0.3,0,"-0.871794872",,,"0.871794872",,,,,18.8,,,,,,,
39,669387,"Mlodzinski, Carmen",201,19.4,0.667,0.333,0.667,1,0.717,,,2,3,104.7,3,2589,83.7,82.98,5,11,28,-0.7000000000000028,6.11,110,149,115,150,284,312,280,"-0.88","0.88",,,,3,3,1,1,0,0,0,0,0,0,4.15333,-0.86205,-0.52231,-0.01769,"96.4",88,100,0,0,5.75,-1.25,0.48,1.46,0.667,0,"2.256410256",,,"-2.256410256",,,,,45.5,,,,,,,
39,571945,"Mikolas, Miles",188,20.7,0,0,0,0,0.14,,,0,8,76.4,53.3,2562,75.4,75.05,3,10,29,-0.30000000000001137,6.1,114,147,117,152,293,327,302,"0.349","-0.349",,,,10,3,0,0,0,0,5,50,2,20,5.22359,-1.20026,-0.5159,0.35487,"90.2",109,0,0,0,6.69,-1.29,0.19,1.66,0.2,0,"-0.894871795",,,"0.894871795",,,,,30,,,,,,,
39,656641,"Latz, Jacob",266,14.7,0.182,0,0.333,0.182,0.162,,,2,11,94.1,14.2,2657,79,79.14,5,11,28,0.09999999999999432,6.33,107,151,116,148,310,324,301,"0.354","-0.354",,,,11,6,2,0,0,0,5,45.5,0,0,4.45128,-0.80308,-0.3559,0.32359,"94.4",181,16.666666666666664,16.666666666666664,9.090909090909092,6.1,1.7,-0.09,1.83,0.182,1,"-0.907692308",,,"0.907692308",,,,,45.5,,,,,,,
38,680570,"Rodriguez, Grayson",239,15.9,0.143,0,0.25,0.143,0.199,,,1,7,89,4.5,2639,78.7,79.59,8,17,21,0.8999999999999915,6.97,111,147,115,148,298,320,302,"0.913","-0.913",,,,8,4,1,0,0,0,3,37.5,1,12.5,4.5,-0.80921,-0.60684,0.22053,"93.7",164,75,25,12.5,5.82,-2.57,-0.16,1.86,0.25,1,"-2.402631579",,,"2.402631579",,,,,47.1,,,,,,,
