pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
680736,Justin Wrobleski,CU,66,0.07801418439716312,0.08600337268128162,0.05928853754940711,80.1424242424243,84.1,-8.042424242424243,-7.075757575757578,5.639726865575267,2.403143443590926,5.249728765245823,96.40516881844113
671109,Jake Eder,ST,162,0.1443850267379679,0.1073170731707317,0.24503311258278146,82.08888888888885,85.8,-1.7524691358024704,-8.86111111111111,5.801814350043745,1.5615713102625592,6.658155273800181,98.40748224231824
677568,Florencio Serrano,CH,52,0.25120772946859904,0.13725490196078433,0.3619047619047619,84.35192307692306,86.6,6.832692307692307,11.415384615384616,5.915037042987505,1.1382591160481945,6.305536362430505,94.59532743807578
685277,Nick Kahle,SL,22,0.4074074074074074,0.5714285714285714,0.23076923076923078,52.59090909090909,74.4,16.04090909090909,4.5636363636363635,6.506367558120854,1.2895875605778697,4.950455357986464,59.672365593151945
676433,Ryan Brady,FF,83,0.3254901960784314,0.22758620689655173,0.45454545454545453,93.52650602409638,95.6,14.812048192771085,6.671084337349397,5.286655671033159,3.137531274974583,6.270943822031662,101.6004167006712
806004,Nate Ackenhausen,FF,53,0.31547619047619047,0.3211009174311927,0.3050847457627119,92.14528301886794,94.1,15.243396226415095,6.941509433962265,6.116775327993952,0.7703137224845044,5.586595657836381,87.33452308804085
681077,Michael Knorr,SI,35,0.0641025641025641,0.05673758865248227,0.07196969696969698,93.28857142857143,96.2,12.08,13.962857142857143,5.660703204987346,1.9163902219449547,6.8056096307170195,94.344553347791
700245,Bryce McGowan,FC,18,0.43902439024390244,0.5333333333333333,0.18181818181818182,88.6111111111111,91.1,2.5277777777777777,-1.0055555555555555,5.854057319920299,1.59866429454948,6.129573890337902,100.36895098031468
665733,Antonio Santos,CH,127,0.3264781491002571,0.3018867924528302,0.3790322580645161,79.98661417322836,84.5,4.943307086614174,11.508661417322827,5.792361601174731,2.5058156405347023,6.374397050822639,94.40145397710407
822636,Cole Reynolds,SL,31,0.5535714285714286,0.4864864864864865,0.6842105263157895,84.09677419354838,88.4,4.6967741935483875,-8.345161290322583,5.596676810343071,3.08883495640883,6.153072622406004,102.3992026272
